user_id,genres,weight
13,3896,3
13,3897,4
13,3898,3
13,3899,4
13,3900,3
14,3883,3
14,3887,3
14,3888,3
14,3890,4
14,3893,2
14,3895,5
14,3896,4
14,3897,4
14,3898,3
14,3899,5
15,3883,3
15,3884,3
15,3885,4
15,3886,3
15,3887,3
15,3888,3
15,3890,3
15,3891,3
15,3892,2
15,3893,3
15,3894,4
15,3895,3
15,3896,3
15,3897,3
15,3898,3
15,3899,4
15,3900,4
16,3883,2
16,3884,3
16,3885,4
16,3886,3
16,3887,3
16,3888,1
16,3890,3
16,3892,3
16,3893,2
16,3894,5
16,3895,4
16,3896,3
16,3897,3
16,3898,3
16,3899,2
16,3900,2
17,3883,4
17,3884,4
17,3885,4
17,3886,4
17,3887,4
17,3888,4
17,3889,5
17,3890,4
17,3891,4
17,3892,4
17,3893,4
17,3894,5
17,3895,4
17,3896,4
17,3897,4
17,3898,4
17,3899,4
17,3900,4
18,3883,3
18,3884,3
18,3885,4
18,3886,4
18,3887,4
18,3888,3
18,3890,4
18,3891,4
18,3892,4
18,3893,3
18,3894,4
18,3895,4
18,3896,4
18,3897,3
18,3898,3
18,3899,4
18,3900,4
19,3883,4
19,3884,4
19,3885,4
19,3886,3
19,3887,4
19,3888,4
19,3889,3
19,3890,4
19,3891,4
19,3892,4
19,3893,3
19,3894,4
19,3895,3
19,3896,4
19,3897,3
19,3898,3
19,3899,4
19,3900,2
20,3883,4
20,3884,4
20,3887,4
20,3888,4
20,3890,4
20,3892,5
20,3893,4
20,3895,4
20,3896,4
20,3897,4
20,3898,4
20,3899,5
21,3883,4
21,3884,4
21,3885,3
21,3886,3
21,3887,3
21,3888,1
21,3890,1
21,3892,3
21,3893,1
21,3894,2
21,3895,1
21,3896,5
21,3897,4
21,3898,2
21,3899,3
21,3900,3
22,3883,3
22,3884,3
22,3885,4
22,3886,3
22,3887,3
22,3888,3
22,3889,4
22,3890,4
22,3891,3
22,3892,4
22,3893,3
22,3894,3
22,3895,3
22,3896,3
22,3897,3
22,3898,3
22,3899,3
22,3900,3
23,3883,4
23,3884,3
23,3885,3
23,3886,3
23,3887,3
23,3888,3
23,3889,3
23,3890,3
23,3891,3
23,3892,3
23,3893,4
23,3894,3
23,3895,3
23,3896,3
23,3897,3
23,3898,3
23,3899,4
23,3900,4
24,3883,4
24,3884,4
24,3885,4
24,3886,4
24,3887,4
24,3888,4
24,3889,4
24,3890,4
24,3891,4
24,3892,4
24,3893,4
24,3894,4
24,3895,3
24,3896,4
24,3897,4
24,3898,5
24,3899,4
24,3900,3
25,3883,4
25,3884,4
25,3885,3
25,3886,4
25,3887,4
25,3888,4
25,3889,3
25,3890,4
25,3891,4
25,3892,4
25,3893,3
25,3894,2
25,3895,3
25,3896,4
25,3897,4
25,3898,4
25,3899,4
25,3900,5
26,3883,3
26,3884,3
26,3885,3
26,3886,3
26,3887,3
26,3888,3
26,3890,3
26,3891,2
26,3892,4
26,3893,2
26,3894,3
26,3895,3
26,3896,3
26,3897,3
26,3898,3
26,3899,3
26,3900,2
27,3883,4
27,3884,4
27,3885,3
27,3886,3
27,3887,4
27,3888,5
27,3890,4
27,3891,3
27,3892,5
27,3893,2
27,3894,4
27,3895,5
27,3896,4
27,3897,4
27,3898,5
27,3899,5
27,3900,4
28,3883,4
28,3884,4
28,3885,3
28,3886,3
28,3887,4
28,3888,4
28,3890,4
28,3891,3
28,3892,4
28,3893,4
28,3894,4
28,3895,4
28,3896,4
28,3897,4
28,3898,3
28,3899,4
28,3900,3
29,3883,4
29,3884,4
29,3885,4
29,3887,4
29,3888,4
29,3890,4
29,3891,4
29,3892,3
29,3893,4
29,3894,5
29,3895,3
29,3896,3
29,3897,4
29,3898,4
29,3899,4
29,3900,4
30,3883,4
30,3884,4
30,3885,3
30,3886,5
30,3887,3
30,3888,4
30,3889,2
30,3890,3
30,3891,5
30,3892,4
30,3893,2
30,3894,2
30,3895,4
30,3896,4
30,3897,4
30,3898,4
30,3899,4
31,3883,4
31,3884,4
31,3885,4
31,3886,4
31,3887,4
31,3888,4
31,3889,3
31,3890,3
31,3891,4
31,3893,3
31,3894,4
31,3895,5
31,3896,4
31,3897,4
31,3898,4
31,3899,4
31,3900,4
32,3883,3
32,3884,2
32,3885,3
32,3886,3
32,3887,3
32,3888,4
32,3890,4
32,3891,4
32,3892,3
32,3894,3
32,3895,3
32,3896,4
32,3897,3
32,3898,4
32,3899,4
32,3900,4
33,3883,4
33,3884,4
33,3885,3
33,3886,3
33,3887,3
33,3888,4
33,3889,4
33,3890,3
33,3891,3
33,3892,3
33,3893,4
33,3894,3
33,3895,4
33,3896,3
33,3897,4
33,3898,4
33,3899,4
33,3900,3
34,3883,4
34,3884,4
34,3885,4
34,3886,4
34,3887,4
34,3888,4
34,3890,4
34,3891,4
34,3893,4
34,3894,4
34,3895,3
34,3896,4
34,3897,4
34,3898,4
34,3899,5
34,3900,4
35,3883,4
35,3884,4
35,3885,3
35,3886,3
35,3887,3
35,3888,4
35,3890,4
35,3891,3
35,3892,4
35,3893,2
35,3894,3
35,3895,4
35,3896,3
35,3897,4
35,3898,4
35,3899,4
35,3900,4
36,3883,4
36,3884,4
36,3885,4
36,3886,4
36,3887,4
36,3888,4
36,3889,4
36,3890,4
36,3891,4
36,3892,4
36,3893,4
36,3894,4
36,3895,4
36,3896,4
36,3897,4
36,3898,4
36,3899,4
36,3900,4
37,3883,3
37,3884,3
37,3885,4
37,3886,4
37,3887,4
37,3888,1
37,3890,4
37,3891,2
37,3893,1
37,3894,5
37,3895,4
37,3896,4
37,3897,2
37,3898,4
37,3899,4
38,3883,3
38,3884,3
38,3885,4
38,3886,4
38,3887,4
38,3888,4
38,3889,4
38,3890,4
38,3894,4
38,3895,3
38,3896,4
38,3897,4
38,3898,3
38,3899,4
39,3883,4
39,3884,4
39,3885,4
39,3886,4
39,3887,4
39,3888,4
39,3890,4
39,3892,5
39,3893,3
39,3895,4
39,3896,3
39,3897,3
39,3898,3
39,3899,4
40,3883,3
40,3884,3
40,3885,5
40,3886,4
40,3887,3
40,3888,2
40,3890,4
40,3891,3
40,3892,5
40,3893,3
40,3894,3
40,3895,3
40,3896,4
40,3897,3
40,3898,4
40,3899,4
40,3900,3
41,3883,4
41,3884,5
41,3885,4
41,3886,4
41,3887,2
41,3890,4
41,3891,5
41,3893,2
41,3894,5
41,3895,1
41,3896,4
41,3897,4
41,3898,3
41,3899,4
42,3883,4
42,3884,4
42,3885,4
42,3886,4
42,3887,4
42,3888,4
42,3889,3
42,3890,4
42,3891,4
42,3892,5
42,3893,4
42,3894,4
42,3895,4
42,3896,4
42,3897,4
42,3898,4
42,3899,4
42,3900,4
43,3883,4
43,3884,5
43,3885,5
43,3886,5
43,3887,4
43,3888,4
43,3890,4
43,3894,5
43,3896,4
43,3897,4
43,3898,4
43,3899,5
44,3883,4
44,3884,4
44,3885,4
44,3886,4
44,3887,4
44,3888,4
44,3890,4
44,3891,4
44,3892,4
44,3893,2
44,3894,4
44,3895,3
44,3896,4
44,3897,4
44,3898,3
44,3899,4
44,3900,4
45,3883,3
45,3884,3
45,3885,3
45,3886,3
45,3887,3
45,3888,2
45,3890,3
45,3891,3
45,3893,3
45,3894,3
45,3895,4
45,3896,3
45,3897,4
45,3898,3
45,3899,3
45,3900,3
46,3883,2
46,3884,3
46,3887,2
46,3889,1
46,3890,1
46,3891,1
46,3893,5
46,3895,5
46,3897,1
46,3898,5
47,3883,4
47,3884,3
47,3886,4
47,3887,4
47,3888,4
47,3890,4
47,3896,4
47,3898,3
47,3899,4
48,3883,3
48,3884,3
48,3885,3
48,3886,3
48,3887,3
48,3888,3
48,3889,4
48,3890,3
48,3891,3
48,3892,4
48,3893,3
48,3894,4
48,3895,3
48,3896,3
48,3897,3
48,3898,3
48,3899,3
48,3900,3
49,3883,4
49,3884,3
49,3885,4
49,3886,4
49,3887,3
49,3888,4
49,3889,4
49,3890,4
49,3891,3
49,3892,5
49,3893,3
49,3894,4
49,3895,4
49,3896,4
49,3897,4
49,3898,4
49,3899,4
50,3883,3
50,3884,2
50,3885,3
50,3886,3
50,3887,3
50,3888,3
50,3890,3
50,3893,3
50,3894,3
50,3895,3
50,3896,3
50,3897,3
50,3898,3
50,3899,4
50,3900,4
51,3883,3
51,3885,5
51,3886,4
51,3887,4
51,3888,3
51,3890,4
51,3892,3
51,3893,4
51,3894,4
51,3895,3
51,3896,4
51,3897,3
51,3898,4
52,3883,4
52,3884,3
52,3887,3
52,3888,3
52,3890,4
52,3891,2
52,3893,3
52,3895,3
52,3896,4
52,3897,4
52,3898,4
52,3899,4
52,3900,3
53,3883,4
53,3884,4
53,3885,4
53,3886,4
53,3887,4
53,3888,4
53,3889,5
53,3890,4
53,3891,4
53,3892,5
53,3893,4
53,3894,4
53,3895,4
53,3896,4
53,3897,4
53,3898,4
53,3899,4
53,3900,4
54,3883,4
54,3884,4
54,3885,2
54,3886,3
54,3887,4
54,3888,4
54,3890,4
54,3891,4
54,3893,5
54,3894,4
54,3895,4
54,3896,4
54,3897,4
54,3898,4
54,3899,4
54,3900,4
55,3883,5
55,3884,4
55,3885,5
55,3886,4
55,3887,5
55,3888,3
55,3889,3
55,3890,4
55,3896,4
55,3897,5
55,3898,4
55,3899,5
55,3900,3
56,3883,4
56,3885,5
56,3886,5
56,3887,4
56,3888,4
56,3889,5
56,3890,4
56,3892,5
56,3894,5
56,3895,5
56,3896,4
56,3897,3
56,3898,4
56,3899,4
57,3883,3
57,3884,2
57,3885,4
57,3886,3
57,3887,3
57,3888,3
57,3890,4
57,3893,2
57,3894,3
57,3895,1
57,3896,1
57,3897,3
57,3898,2
57,3899,4
58,3883,4
58,3884,4
58,3885,5
58,3886,4
58,3887,4
58,3888,4
58,3889,4
58,3890,4
58,3891,4
58,3892,5
58,3893,4
58,3894,4
58,3895,4
58,3896,4
58,3897,4
58,3898,4
58,3899,4
58,3900,4
59,3883,3
59,3884,3
59,3885,4
59,3886,4
59,3887,3
59,3888,3
59,3889,2
59,3890,4
59,3891,4
59,3892,4
59,3893,2
59,3894,4
59,3895,4
59,3896,4
59,3897,3
59,3898,4
59,3899,4
59,3900,4
60,3883,3
60,3884,4
60,3885,4
60,3886,4
60,3887,3
60,3888,3
60,3890,3
60,3891,4
60,3892,2
60,3893,3
60,3895,3
60,3896,4
60,3897,4
60,3898,4
60,3899,3
60,3900,3
61,3883,3
61,3884,2
61,3885,3
61,3886,3
61,3887,3
61,3888,2
61,3890,4
61,3891,1
61,3893,3
61,3895,3
61,3896,3
61,3897,2
61,3898,3
61,3899,4
62,3883,3
62,3884,3
62,3885,4
62,3886,4
62,3887,3
62,3888,4
62,3889,5
62,3890,4
62,3891,3
62,3892,4
62,3893,3
62,3894,4
62,3895,4
62,3896,3
62,3897,3
62,3898,4
62,3899,4
62,3900,4
63,3883,3
63,3884,3
63,3885,5
63,3886,4
63,3887,3
63,3888,4
63,3889,4
63,3890,4
63,3892,4
63,3893,3
63,3895,4
63,3896,4
63,3897,3
63,3898,3
63,3899,5
64,3883,4
64,3884,4
64,3885,5
64,3887,5
64,3890,4
64,3893,4
64,3894,4
64,3895,4
64,3896,4
64,3897,4
64,3898,4
64,3899,5
65,3883,4
65,3884,4
65,3885,5
65,3886,4
65,3887,4
65,3888,4
65,3889,5
65,3890,4
65,3891,4
65,3892,4
65,3893,4
65,3894,4
65,3895,5
65,3896,4
65,3897,4
65,3898,5
65,3899,4
66,3883,4
66,3884,4
66,3885,2
66,3886,2
66,3887,4
66,3890,5
66,3891,2
66,3893,2
66,3894,2
66,3896,5
66,3897,4
66,3898,2
66,3899,5
67,3883,4
67,3884,4
67,3887,4
67,3888,5
67,3890,4
67,3892,5
67,3893,4
67,3894,4
67,3896,4
67,3897,3
67,3898,4
67,3899,4
67,3900,4
68,3883,3
68,3884,4
68,3885,4
68,3886,4
68,3887,4
68,3888,4
68,3889,5
68,3890,4
68,3891,4
68,3893,3
68,3894,4
68,3895,5
68,3896,4
68,3897,4
68,3898,4
68,3899,4
68,3900,2
69,3883,4
69,3884,3
69,3887,4
69,3888,5
69,3890,4
69,3896,4
69,3897,3
69,3898,5
69,3899,4
69,3900,2
70,3883,3
70,3884,4
70,3885,4
70,3886,4
70,3887,4
70,3888,3
70,3890,4
70,3891,3
70,3892,5
70,3893,3
70,3894,4
70,3895,3
70,3896,4
70,3897,3
70,3898,3
70,3899,2
71,3883,4
71,3884,4
71,3887,4
71,3888,4
71,3890,4
71,3892,3
71,3893,3
71,3894,4
71,3895,4
71,3896,3
71,3897,4
71,3898,4
71,3899,4
72,3883,4
72,3884,2
72,3887,4
72,3888,3
72,3890,4
72,3891,2
72,3896,4
72,3897,3
72,3898,4
72,3899,4
72,3900,5
73,3883,3
73,3884,3
73,3885,4
73,3886,3
73,3887,4
73,3888,3
73,3890,4
73,3891,4
73,3893,4
73,3894,3
73,3895,3
73,3896,4
73,3897,3
73,3898,3
73,3899,4
73,3900,3
74,3883,4
74,3886,2
74,3887,4
74,3888,4
74,3889,4
74,3890,4
74,3892,5
74,3894,4
74,3895,4
74,3896,4
74,3898,4
74,3899,4
74,3900,3
75,3883,4
75,3884,4
75,3885,4
75,3886,4
75,3887,4
75,3890,4
75,3891,4
75,3894,3
75,3895,4
75,3896,4
75,3897,4
75,3898,4
75,3899,4
75,3900,5
76,3883,4
76,3884,3
76,3885,4
76,3886,4
76,3887,4
76,3888,4
76,3890,4
76,3892,5
76,3895,4
76,3896,4
76,3897,4
76,3898,4
76,3899,4
77,3883,3
77,3884,1
77,3885,4
77,3886,5
77,3887,3
77,3890,3
77,3893,2
77,3896,3
77,3897,1
77,3898,2
77,3899,3
78,3883,3
78,3884,3
78,3885,3
78,3886,4
78,3887,4
78,3888,4
78,3890,4
78,3891,3
78,3894,4
78,3895,3
78,3896,4
78,3897,4
78,3898,4
78,3899,5
78,3900,3
79,3883,4
79,3884,3
79,3885,3
79,3886,3
79,3887,3
79,3888,4
79,3890,4
79,3891,3
79,3892,4
79,3893,4
79,3894,5
79,3895,4
79,3896,3
79,3897,3
79,3898,4
80,3883,4
80,3884,4
80,3885,3
80,3886,3
80,3887,3
80,3888,4
80,3890,4
80,3891,3
80,3894,3
80,3896,4
80,3897,4
80,3898,4
80,3899,4
80,3900,5
81,3883,5
81,3884,4
81,3885,3
81,3887,4
81,3888,5
81,3889,3
81,3890,5
81,3891,5
81,3892,5
81,3893,5
81,3894,4
81,3895,5
81,3896,4
81,3897,4
81,3898,4
81,3899,5
81,3900,4
82,3883,4
82,3884,4
82,3887,4
82,3888,4
82,3890,4
82,3891,4
82,3892,4
82,3893,4
82,3895,4
82,3896,4
82,3897,4
82,3898,4
82,3899,5
82,3900,4
83,3883,4
83,3884,4
83,3885,4
83,3886,4
83,3887,3
83,3888,3
83,3890,4
83,3891,4
83,3892,4
83,3893,3
83,3894,4
83,3895,3
83,3896,4
83,3897,4
83,3898,4
83,3899,5
83,3900,1
84,3883,4
84,3884,4
84,3887,4
84,3888,3
84,3890,4
84,3891,3
84,3893,4
84,3896,4
84,3897,4
84,3898,4
84,3899,4
85,3883,3
85,3884,4
85,3885,1
85,3886,1
85,3887,3
85,3888,2
85,3889,3
85,3890,3
85,3893,3
85,3894,1
85,3895,2
85,3896,2
85,3897,4
85,3898,3
85,3899,2
86,3883,5
86,3884,4
86,3885,4
86,3886,4
86,3887,4
86,3888,4
86,3890,4
86,3891,4
86,3892,5
86,3893,4
86,3894,4
86,3895,5
86,3896,4
86,3897,4
86,3898,5
86,3899,4
86,3900,5
87,3883,3
87,3884,4
87,3885,1
87,3886,1
87,3887,2
87,3888,3
87,3889,1
87,3890,3
87,3891,5
87,3893,3
87,3894,1
87,3896,2
87,3897,4
87,3898,4
87,3899,3
87,3900,2
88,3883,4
88,3884,4
88,3887,4
88,3888,5
88,3890,4
88,3892,4
88,3893,1
88,3895,4
88,3896,4
88,3897,3
88,3898,4
88,3899,4
89,3883,4
89,3884,5
89,3887,2
89,3888,4
89,3890,4
89,3896,5
89,3898,4
89,3899,5
90,3883,4
90,3884,3
90,3885,3
90,3886,3
90,3887,4
90,3888,4
90,3890,3
90,3891,3
90,3892,4
90,3893,3
90,3894,3
90,3895,4
90,3896,3
90,3897,3
90,3898,4
90,3899,3
90,3900,4
91,3883,5
91,3884,5
91,3887,5
91,3888,5
91,3890,5
91,3891,5
91,3893,5
91,3894,4
91,3895,4
91,3896,5
91,3898,3
91,3899,5
91,3900,5
92,3883,3
92,3884,3
92,3885,3
92,3886,3
92,3887,3
92,3888,3
92,3890,3
92,3891,3
92,3892,4
92,3893,2
92,3894,3
92,3895,2
92,3896,3
92,3897,3
92,3898,2
92,3899,3
92,3900,3
93,3883,3
93,3884,3
93,3885,3
93,3886,3
93,3887,3
93,3888,3
93,3890,3
93,3891,3
93,3892,3
93,3893,3
93,3894,2
93,3895,2
93,3896,3
93,3897,3
93,3898,3
93,3899,3
93,3900,3
94,3883,4
94,3884,4
94,3885,3
94,3886,4
94,3887,4
94,3890,4
94,3893,4
94,3894,5
94,3897,4
94,3898,4
95,3883,4
95,3884,4
95,3885,3
95,3886,3
95,3887,4
95,3888,3
95,3890,4
95,3892,1
95,3893,2
95,3894,3
95,3895,3
95,3896,4
95,3897,4
95,3898,4
95,3899,4
95,3900,4
96,3883,4
96,3884,4
96,3885,3
96,3886,4
96,3887,3
96,3888,4
96,3890,4
96,3891,4
96,3892,4
96,3894,4
96,3895,4
96,3896,4
96,3897,4
96,3898,4
96,3899,4
96,3900,3
97,3883,4
97,3884,5
97,3885,4
97,3886,4
97,3887,4
97,3888,5
97,3890,4
97,3891,4
97,3892,5
97,3893,4
97,3894,4
97,3895,5
97,3896,5
97,3897,4
97,3898,5
97,3899,4
97,3900,4
98,3883,4
98,3884,4
98,3887,3
98,3888,4
98,3890,5
98,3893,2
98,3894,1
98,3895,4
98,3896,4
98,3897,3
98,3898,4
98,3899,5
99,3883,3
99,3884,4
99,3885,4
99,3886,4
99,3887,3
99,3888,4
99,3890,3
99,3891,4
99,3893,4
99,3894,4
99,3895,3
99,3896,3
99,3897,3
99,3898,3
99,3899,4
99,3900,4
100,3883,3
100,3884,3
100,3886,5
100,3887,3
100,3888,3
100,3890,4
100,3891,4
100,3892,3
100,3893,3
100,3894,5
100,3895,3
100,3896,3
100,3897,3
100,3898,3
100,3899,3
100,3900,3
101,3883,5
101,3884,5
101,3886,5
101,3887,5
101,3888,4
101,3890,5
101,3891,5
101,3893,4
101,3895,5
101,3896,5
101,3897,5
101,3898,4
101,3899,5
101,3900,5
102,3883,3
102,3884,3
102,3885,3
102,3886,3
102,3887,3
102,3888,4
102,3890,3
102,3891,2
102,3892,5
102,3893,4
102,3894,2
102,3895,4
102,3896,3
102,3897,3
102,3898,3
102,3899,4
102,3900,2
103,3883,4
103,3884,4
103,3885,4
103,3886,3
103,3887,4
103,3888,4
103,3890,4
103,3891,2
103,3893,5
103,3894,5
103,3895,3
103,3896,4
103,3897,4
103,3898,4
103,3899,4
104,3883,4
104,3884,4
104,3885,4
104,3886,4
104,3887,3
104,3888,4
104,3890,3
104,3892,3
104,3893,4
104,3896,2
104,3897,3
104,3898,4
104,3899,5
104,3900,3
105,3883,4
105,3884,5
105,3887,4
105,3888,4
105,3890,4
105,3891,5
105,3893,4
105,3894,3
105,3896,4
105,3897,4
105,3898,4
105,3899,4
105,3900,5
106,3883,4
106,3884,4
106,3885,4
106,3886,4
106,3887,4
106,3890,4
106,3891,4
106,3893,4
106,3894,4
106,3895,4
106,3896,4
106,3897,4
106,3898,4
106,3899,4
107,3883,4
107,3884,4
107,3885,4
107,3886,4
107,3887,3
107,3888,4
107,3889,4
107,3890,4
107,3891,4
107,3892,4
107,3893,4
107,3894,4
107,3895,4
107,3896,4
107,3897,4
107,3898,4
107,3899,4
107,3900,4
108,3883,3
108,3884,3
108,3885,4
108,3886,2
108,3887,3
108,3888,4
108,3889,1
108,3890,3
108,3893,2
108,3894,2
108,3895,3
108,3896,2
108,3897,3
108,3898,3
108,3899,4
108,3900,2
109,3883,4
109,3884,4
109,3885,4
109,3886,4
109,3887,4
109,3888,4
109,3890,4
109,3891,4
109,3892,4
109,3893,5
109,3894,4
109,3895,4
109,3896,4
109,3897,4
109,3898,4
109,3899,4
109,3900,4
110,3883,3
110,3884,3
110,3887,3
110,3888,3
110,3890,4
110,3891,4
110,3892,5
110,3893,2
110,3895,3
110,3896,4
110,3897,3
110,3898,3
110,3899,4
111,3883,3
111,3884,3
111,3885,4
111,3886,3
111,3887,4
111,3888,4
111,3889,4
111,3890,4
111,3891,4
111,3892,5
111,3894,3
111,3895,4
111,3896,4
111,3897,4
111,3898,3
111,3899,4
111,3900,5
112,3883,5
112,3884,4
112,3885,4
112,3886,4
112,3887,4
112,3888,5
112,3890,4
112,3891,4
112,3892,5
112,3893,2
112,3894,4
112,3895,4
112,3896,4
112,3897,4
112,3898,4
113,3883,4
113,3884,4
113,3885,4
113,3886,3
113,3887,3
113,3888,3
113,3889,1
113,3890,4
113,3893,2
113,3894,3
113,3895,4
113,3896,4
113,3897,4
113,3898,4
113,3899,4
114,3883,4
114,3884,4
114,3885,4
114,3886,4
114,3887,3
114,3890,4
114,3891,4
114,3893,4
114,3894,4
114,3895,4
114,3896,3
114,3897,4
114,3898,5
114,3899,3
114,3900,3
115,3883,4
115,3884,4
115,3885,5
115,3886,4
115,3887,5
115,3888,4
115,3890,4
115,3893,3
115,3894,3
115,3895,3
115,3897,4
115,3898,4
115,3899,5
116,3883,4
116,3884,4
116,3885,4
116,3886,4
116,3887,4
116,3888,3
116,3890,4
116,3891,4
116,3892,4
116,3893,4
116,3895,5
116,3896,4
116,3897,4
116,3898,4
116,3899,5
116,3900,3
117,3883,4
117,3884,4
117,3885,3
117,3886,3
117,3887,3
117,3888,3
117,3889,1
117,3890,3
117,3891,4
117,3892,4
117,3893,3
117,3894,3
117,3895,3
117,3896,4
117,3897,3
117,3898,3
117,3899,4
117,3900,3
118,3883,4
118,3884,4
118,3885,4
118,3886,3
118,3887,4
118,3888,4
118,3890,4
118,3891,3
118,3892,4
118,3893,3
118,3894,4
118,3895,4
118,3896,4
118,3897,4
118,3898,4
118,3899,4
118,3900,4
119,3883,4
119,3884,3
119,3885,3
119,3886,3
119,3887,4
119,3890,4
119,3891,3
119,3892,3
119,3893,3
119,3894,4
119,3895,4
119,3896,4
119,3897,4
119,3898,4
119,3899,2
119,3900,4
120,3883,3
120,3884,4
120,3885,4
120,3886,4
120,3887,4
120,3888,4
120,3890,4
120,3891,5
120,3893,3
120,3894,4
120,3895,3
120,3896,4
120,3897,3
120,3898,3
120,3899,4
120,3900,3
121,3883,5
121,3884,4
121,3885,5
121,3886,4
121,3887,4
121,3888,4
121,3890,5
121,3891,3
121,3892,5
121,3893,4
121,3894,5
121,3895,5
121,3896,5
121,3897,5
121,3898,4
121,3899,5
121,3900,3
122,3883,3
122,3884,3
122,3885,1
122,3887,3
122,3888,3
122,3890,3
122,3891,3
122,3893,2
122,3894,4
122,3896,4
122,3897,3
122,3898,3
122,3899,3
122,3900,4
123,3883,3
123,3884,3
123,3885,3
123,3886,3
123,3887,3
123,3888,4
123,3890,4
123,3891,4
123,3892,4
123,3893,3
123,3894,4
123,3895,3
123,3896,3
123,3897,3
123,3898,4
123,3899,4
123,3900,3
124,3883,4
124,3884,3
124,3886,4
124,3887,4
124,3888,4
124,3890,4
124,3892,5
124,3896,4
124,3897,3
124,3898,4
124,3899,4
125,3883,4
125,3884,4
125,3887,4
125,3888,4
125,3890,4
125,3891,4
125,3892,4
125,3893,4
125,3895,4
125,3896,4
125,3897,4
125,3898,4
125,3899,4
125,3900,4
126,3883,4
126,3884,4
126,3887,4
126,3888,4
126,3890,4
126,3891,5
126,3892,4
126,3894,4
126,3895,4
126,3896,4
126,3897,5
126,3898,4
126,3899,5
127,3883,4
127,3884,4
127,3885,3
127,3886,4
127,3887,4
127,3888,4
127,3889,3
127,3890,4
127,3891,4
127,3892,5
127,3893,4
127,3895,4
127,3896,4
127,3897,4
127,3898,4
127,3899,4
127,3900,4
128,3883,5
128,3884,4
128,3885,5
128,3886,5
128,3887,4
128,3890,4
128,3891,4
128,3893,5
128,3894,5
128,3896,4
128,3897,5
128,3898,5
128,3899,4
128,3900,3
129,3883,4
129,3884,4
129,3885,4
129,3886,2
129,3887,4
129,3888,4
129,3890,4
129,3891,4
129,3892,5
129,3893,4
129,3894,5
129,3895,4
129,3896,4
129,3897,4
129,3898,4
129,3899,4
129,3900,4
130,3883,5
130,3884,4
130,3885,3
130,3886,5
130,3887,4
130,3888,4
130,3890,4
130,3891,5
130,3892,4
130,3893,4
130,3894,5
130,3895,4
130,3896,4
130,3897,4
130,3898,4
130,3899,5
130,3900,4
131,3883,3
131,3884,3
131,3885,3
131,3886,3
131,3887,3
131,3888,3
131,3889,4
131,3890,4
131,3891,3
131,3892,4
131,3893,3
131,3894,3
131,3895,3
131,3896,3
131,3897,3
131,3898,3
131,3899,4
131,3900,2
132,3883,4
132,3884,4
132,3885,4
132,3886,4
132,3887,4
132,3888,3
132,3890,4
132,3891,4
132,3893,3
132,3894,4
